time (ns)	SYNTHETIC_replica_1	SYNTHETIC_replica_2	SYNTHETIC_replica_3
1.6	1.4511845	1.6505747	1.8461697
1.62	1.4329165	1.6428105	1.8580923
1.64	1.4421598	1.6700053	1.8383702
1.66	1.4543764	1.687074	1.8491501
1.68	1.4382739	1.6932705	1.87902
1.7	1.4655197	1.7112156	1.8929569
1.72	1.4875383	1.7169167	1.9410383
1.74	1.4789611	1.7155332	1.9202118
1.76	1.4841682	1.756394	1.9076101
1.78	1.4913846	1.7916066	1.9350397
1.8	1.4885209	1.7934075	1.9839655
1.82	1.5101297	1.8227888	1.9972198
1.84	1.4946339	1.8405197	2.0298769
1.86	1.509776	1.8367393	2.0418717
1.88	1.5568992	1.8307315	2.0225997
1.9	1.5587685	1.8616466	1.9730874
1.92	1.5587193	1.8450834	1.9888212
1.94	1.5404856	1.8554069	1.9760096
1.96	1.5360745	1.8718355	1.9806742
1.98	1.5563781	1.8546933	2.008525
2	1.5673786	1.8334267	1.9630439
2.02	1.5852628	1.8164535	1.967462
2.04	1.5750957	1.7986571	1.9784672
2.06	1.5662041	1.7974836	1.9809899
2.08	1.555797	1.8121988	1.9891003
2.1	1.5305582	1.8319836	2.0097897
2.12	1.5526123	1.8073521	2.0139717
2.14	1.5527593	1.8147894	2.0261103
2.16	1.5734545	1.8385246	2.0238316
2.18	1.5979529	1.8205809	2.0275357
2.2	1.611846	1.793044	2.0200533
2.22	1.6052027	1.8230453	2.048111
2.24	1.573148	1.8416894	2.026911
2.26	1.6009407	1.853629	2.0293938
2.28	1.643003	1.8483986	2.0141523
2.3	1.6400566	1.8350046	1.9786724
2.32	1.6513963	1.8602586	1.9890106
2.34	1.6480843	1.8799029	1.9929539
2.36	1.6482158	1.9025935	1.9599766
2.38	1.6783687	1.8749627	1.9863845
2.4	1.7029225	1.9062318	1.9571997
2.42	1.7173112	1.9373574	1.9620885
2.44	1.7626921	1.9301929	1.9762691
2.46	1.8092349	1.9453463	1.9727693
2.48	1.8173887	1.9575394	1.9473395
2.5	1.8105053	1.9628691	1.9288152
2.52	1.7982979	1.9929228	1.9654556
2.54	1.8046055	1.9687654	1.9536017
2.56	1.8122757	1.9652319	1.9471925
2.58	1.8151108	1.9461145	1.9495353
2.6	1.7788232	1.9385548	1.9360002
2.62	1.7514986	1.9268469	1.9534491
2.64	1.752686	1.9356837	1.9500612
2.66	1.7406031	1.926429	1.9409639
2.68	1.7233321	1.9168212	1.9371626
2.7	1.7401323	1.9041782	1.9632148
2.72	1.7458071	1.9007077	1.9775436
2.74	1.7793137	1.905804	1.9358684
2.76	1.7959919	1.9081582	1.9238663
2.78	1.7859901	1.8768194	1.9474134
2.8	1.7820418	1.8606651	1.9470926
2.82	1.8052061	1.8861665	1.9115468
2.84	1.8342385	1.9102155	1.9246165
2.86	1.8402632	1.8925529	1.9090957
2.88	1.8386848	1.8930531	1.8801765
2.9	1.8601287	1.8927717	1.881025
2.92	1.8396521	1.9056203	1.8330891
2.94	1.8410567	1.8979195	1.8249179
2.96	1.8335242	1.8886424	1.843619
2.98	1.8284307	1.8661042	1.8151237
3	1.8598546	1.8908161	1.7971552
3.02	1.8775018	1.9192978	1.8011853
3.04	1.8886232	1.8989747	1.8199619
3.06	1.860343	1.8598619	1.767649
3.08	1.8452084	1.8624354	1.7780416
3.1	1.8477025	1.8434851	1.7916693
3.12	1.8228097	1.8360634	1.7912065
3.14	1.8323028	1.8045374	1.8181065
3.16	1.8210579	1.8176835	1.8134352
3.18	1.8286905	1.7694727	1.811291
3.2	1.8321457	1.7629987	1.8274486
3.22	1.8000772	1.7465564	1.8172418
3.24	1.7972402	1.7251554	1.7937067
3.26	1.7587915	1.7099372	1.7687423
3.28	1.7757152	1.7090362	1.7883551
3.3	1.7834975	1.7114674	1.7527603
3.32	1.7864082	1.709234	1.7345949
3.34	1.8063463	1.6948486	1.7253711
3.36	1.7888964	1.6774289	1.7310801
3.38	1.7924243	1.6804361	1.7031045
3.4	1.7782845	1.713063	1.7086069
3.42	1.7697662	1.7198472	1.6944466
3.44	1.7671474	1.7195709	1.678446
3.46	1.733263	1.6956908	1.7085332
3.48	1.741167	1.7222619	1.7031432
3.5	1.6999058	1.7306396	1.6991162
3.52	1.6506709	1.7156934	1.7240238
3.54	1.6383707	1.7308517	1.7227495
3.56	1.6229022	1.7635229	1.722362
3.58	1.6396093	1.796172	1.7282033
3.6	1.6269477	1.7649976	1.7550746
3.62	1.617944	1.7584523	1.7605171
3.64	1.5833795	1.7468888	1.7883235
3.66	1.5916668	1.7417794	1.7850249
3.68	1.585562	1.7929545	1.7467183
3.7	1.6179245	1.7860969	1.763669
3.72	1.6302388	1.7824676	1.7672488
3.74	1.6523743	1.7742949	1.7838542
3.76	1.6235733	1.7483924	1.8158432
3.78	1.6249618	1.7118158	1.8192354
3.8	1.5994496	1.7110408	1.8050864
3.82	1.6173571	1.7319731	1.774443
3.84	1.6135977	1.7132233	1.7456753
3.86	1.6506143	1.7037527	1.7487644
3.88	1.6591472	1.6949	1.7611556
3.9	1.6712047	1.6612967	1.7849346
3.92	1.6284592	1.6594557	1.8003441
3.94	1.6432224	1.6410366	1.8263914
3.96	1.6625881	1.6359561	1.7945733
3.98	1.6866036	1.6278272	1.7793502
4	1.6536429	1.6436081	1.7938521
4.02	1.652288	1.6309171	1.7885558
4.04	1.6531802	1.6190342	1.8016103
4.06	1.6820309	1.6266194	1.8185234
4.08	1.6957841	1.6132418	1.8178158
4.1	1.6651158	1.6215076	1.8413753
4.12	1.6599423	1.6257979	1.8412705
4.14	1.6637336	1.6019972	1.8531496
4.16	1.6615912	1.6132143	1.8537994
4.18	1.6334004	1.6363423	1.8783429
4.2	1.6347734	1.6292488	1.8922809
4.22	1.6563566	1.6335795	1.9011226
4.24	1.6427381	1.643033	1.9106627
4.26	1.6197578	1.6600252	1.9276303
4.28	1.586373	1.6742096	1.9445452
4.3	1.538987	1.7021171	1.9420741
4.32	1.5401216	1.7181779	1.9212405
4.34	1.5326928	1.7187738	1.9357317
4.36	1.5355613	1.7448574	1.948212
4.38	1.5278199	1.74759	1.9529457
4.4	1.5171981	1.7319996	1.9325377
4.42	1.4968632	1.7599104	1.9343208
4.44	1.4797703	1.7687307	1.9380406
4.46	1.4946651	1.7678077	1.9614064
4.48	1.4978959	1.7487402	1.9574904
4.5	1.5284914	1.7217562	1.9640969
4.52	1.5457003	1.7367252	1.9689743
4.54	1.5573202	1.7336707	1.9907301
4.56	1.5700638	1.7250626	1.9651066
4.58	1.5540881	1.7290565	1.9696297
4.6	1.5440936	1.7448684	2.0041864
4.62	1.5635207	1.7566672	2.0596758
4.64	1.5775592	1.7727923	2.0545847
4.66	1.6300289	1.7639385	2.0698199
4.68	1.6413079	1.7629113	2.0668337
4.7	1.6406145	1.7671951	2.0938246
4.72	1.6041836	1.7924813	2.0905849
4.74	1.6117738	1.7844746	2.1086623
4.76	1.5985395	1.7953919	2.1193189
4.78	1.6131564	1.8393138	2.1573075
4.8	1.6468751		2.1219235
4.82	1.6578101		2.1030241
4.84	1.6923396		2.0977834
4.86	1.6986051		2.1160404
4.88	1.6838604		2.0784191
4.9	1.6530073		2.0870495
4.92	1.673433		2.0896299
4.94	1.6926438		2.116464
4.96	1.6722993		2.1167221
4.98	1.6743638		2.1182755
5	1.6702804		2.1327575
5.02	1.6633198		2.1470629
5.04	1.6708828		2.1225885
5.06	1.6604655		2.0815399
5.08	1.6699005		2.0338152
5.1	1.653294		2.0695744
5.12	1.6889917		2.0592559
5.14	1.6975773		2.0369127
5.16	1.6856373		2.0416122
5.18	1.7111378		2.0491739
5.2	1.7464691		2.048866
5.22	1.7405279		2.0194637
5.24	1.7432686		1.9992059
5.26	1.7741801		2.0082846
5.28	1.7568083		2.0228193
5.3	1.7516229		2.0568135
5.32	1.7669747		2.0218503
5.34	1.7672377		2.0121985
5.36	1.7761621		2.0231826
5.38	1.8239556		1.9867582
5.4	1.8276431		1.9596613
5.42	1.804113		1.9479135
5.44	1.812513		1.9421817
5.46	1.819602		1.9316285
5.48	1.7889061		1.9488784
5.5	1.7964208		1.9334815
5.52	1.8039577		1.9382375
5.54	1.7967719		1.9338383
5.56	1.7961655		1.913583
5.58	1.7882669		1.887053
5.6	1.737625		1.8647814
5.62	1.7548057		1.8404363
5.64	1.7752633		1.8519206
5.66	1.7835993		1.8592756
5.68	1.7677538		1.8855785
5.7	1.7622238		1.8509004
5.72	1.7710226		1.8635564
5.74	1.7772883		1.8227819
5.76	1.7787913		1.842523
5.78	1.7919576		1.8333078
5.8	1.784164		1.852778
5.82	1.8079367		1.8563106
5.84	1.8335715		1.8563542
5.86	1.7989307		1.843268
5.88	1.8010613		1.8228587
5.9	1.795749		1.8061755
5.92	1.8181276		1.7931735
5.94	1.8193953		1.7591331
5.96	1.8283877		1.7686222
5.98	1.8263687		1.7452645
6			1.7680023
6.02			1.7603402
6.04			1.7527197
6.06			1.756025
6.08			1.7175681
6.1			1.7110801
6.12			1.7021105
6.14			1.717823
6.16			1.7317837
6.18			1.7323659
6.2			1.7436732
6.22			1.7405978
6.24			1.7098542
6.26			1.7104655
6.28			1.6969526
6.3			1.7305525
6.32			1.7070139
6.34			1.7143773
6.36			1.7146251
6.38			1.7055838
6.4			1.7176682
6.42			1.690637
6.44			1.7065639
6.46			1.7120708
6.48			1.7143953
6.5			1.7347819
6.52			1.7401584
6.54			1.7732945
6.56			1.7741849
6.58			1.7589687
6.6			1.7894696
6.62			1.7668913
6.64			1.7853486
6.66			1.7764206
6.68			1.7876626
6.7			1.7961108
6.72			1.7980135
6.74			1.7876994
6.76			1.7679012
6.78			1.7679515
6.8			1.7805104
6.82			1.7780388
6.84			1.8263595
6.86			1.8574777
6.88			1.9046435
6.9			1.9164195
6.92			1.9315296
6.94			1.9579145
6.96			1.9794059
6.98			2.0002112
7			2.0137029
7.02			2.0268329
7.04			2.0387382
7.06			2.0226654
7.08			2.0041391
7.1			1.9597322
7.12			1.9799116
7.14			1.9885494
7.16			1.980029
7.18			1.9407432
